burst,correction_type,target,random_seed,model,roc_auc,accuracy,balanced_acc,f1_score,precision,recall,time
Burst_2,uncorrected,Behaviour,123456,SVC,0.8627593823389222,0.590316573556797,0.34771856407801105,0.5272450556334818,0.5711625979178828,0.590316573556797,0.5139880180358887
Burst_3,rotbasal,Behaviour,42,RF,0.8878310287138305,0.6891891891891891,0.5140224595916125,0.6677028607891733,0.6832170300507128,0.6891891891891891,0.935701847076416
Burst_3,rotbasal,Behaviour,42,XGB,0.8927932743409773,0.6867321867321867,0.516886522628563,0.6728695318612493,0.6859870260628561,0.6867321867321867,0.8301353454589844
Burst_3,rotbasal,Behaviour,42,SVC,0.7679623094501815,0.45085995085995084,0.19280330932503953,0.36083560334147824,0.3841991341991342,0.45085995085995084,1.3199846744537354
Burst_3,rotbasal,Behaviour,100,RF,0.9080633026996783,0.7125307125307125,0.515479443240705,0.6857952583244064,0.6919854264455535,0.7125307125307125,0.9157214164733887
Burst_3,rotbasal,Behaviour,100,XGB,0.9053755807796683,0.7051597051597052,0.5402260848412646,0.6866708111903397,0.6982578490493743,0.7051597051597052,0.82131028175354
Burst_3,rotbasal,Behaviour,100,SVC,0.7811445308631461,0.47911547911547914,0.19979045791576486,0.39433063780889865,0.4605915159826365,0.47911547911547914,1.3242788314819336
Burst_3,rotbasal,Behaviour,123,RF,0.8999240525891845,0.7125307125307125,0.5394946412817487,0.684309652833943,0.7132944247784833,0.7125307125307125,0.9420962333679199
Burst_3,rotbasal,Behaviour,123,XGB,0.9065053871459666,0.714987714987715,0.5426603949835802,0.6963432571943728,0.7107314885585225,0.714987714987715,0.824408769607544
Burst_3,rotbasal,Behaviour,123,SVC,0.7713529155324593,0.4705159705159705,0.21854701321062428,0.3854254072307291,0.45651854060967434,0.4705159705159705,1.3433146476745605
Burst_3,rotbasal,Behaviour,1234,RF,0.8928094835456064,0.6941031941031941,0.4731867899184332,0.6721033738481597,0.687909470420805,0.6941031941031941,0.9366366863250732
Burst_3,rotbasal,Behaviour,1234,XGB,0.8920841673984656,0.7088452088452089,0.5257236859262262,0.6939398363230501,0.7169030279669667,0.7088452088452089,0.8256897926330566
Burst_3,rotbasal,Behaviour,1234,SVC,0.7517318742551267,0.4238329238329238,0.17738991651661484,0.33215564033978356,0.35691344371041955,0.4238329238329238,1.3166310787200928
Burst_3,rotbasal,Behaviour,123456,RF,0.907288589703296,0.7137592137592138,0.48451661905980037,0.6881329785079519,0.7009443472807048,0.7137592137592138,0.9724788665771484
Burst_3,rotbasal,Behaviour,123456,XGB,0.9089054399723917,0.7027027027027027,0.5136137208930391,0.6830070006001864,0.6955292324863038,0.7027027027027027,0.824164867401123
Burst_3,rotbasal,Behaviour,123456,SVC,0.7757820412730968,0.4557739557739558,0.20013436459867953,0.36651613922489684,0.37989840995022345,0.4557739557739558,1.3507275581359863
Burst_3,rotdaily,Behaviour,42,RF,0.9051988941494741,0.6953316953316954,0.5311976205905344,0.6717030286182799,0.6769986058766038,0.6953316953316954,0.9304676055908203
Burst_3,rotdaily,Behaviour,42,XGB,0.9085952938707156,0.7027027027027027,0.5694201544814437,0.6831203186068574,0.706537859828486,0.7027027027027027,0.7991368770599365
Burst_3,rotdaily,Behaviour,42,SVC,0.5778799862276358,0.37346437346437344,0.1318359392188856,0.22259021871379467,0.3113415473075073,0.37346437346437344,1.3653044700622559
Burst_3,rotdaily,Behaviour,100,RF,0.9138113843103312,0.730958230958231,0.5485427195155272,0.7019639369124911,0.7378336798146968,0.730958230958231,0.9111030101776123
Burst_3,rotdaily,Behaviour,100,XGB,0.9119715970888576,0.7174447174447175,0.5028407616006426,0.6943786667909531,0.7005698753228033,0.7174447174447175,0.8205811977386475
Burst_3,rotdaily,Behaviour,100,SVC,0.6289127352833227,0.3759213759213759,0.13100295351297309,0.2236112014742475,0.3333388209494404,0.3759213759213759,1.3938686847686768
Burst_3,rotdaily,Behaviour,123,RF,0.9020908444421323,0.7174447174447175,0.5362503558169558,0.6908503572095884,0.6954844021041126,0.7174447174447175,0.9205679893493652
Burst_3,rotdaily,Behaviour,123,XGB,0.904068828029766,0.6965601965601965,0.5064854275021453,0.6724097977016474,0.6894400545162372,0.6965601965601965,0.8214273452758789
Burst_3,rotdaily,Behaviour,123,SVC,0.6000282193971639,0.37346437346437344,0.13192460621293808,0.22390146865541116,0.35344912203319284,0.37346437346437344,1.37013840675354
Burst_3,rotdaily,Behaviour,1234,RF,0.8920826132618578,0.6977886977886978,0.514231960117014,0.6739122590045136,0.6844444455635273,0.6977886977886978,0.9285333156585693
Burst_3,rotdaily,Behaviour,1234,XGB,0.8973199859379206,0.699017199017199,0.5202396135861898,0.6847015690373803,0.6963862752519347,0.699017199017199,0.8072497844696045
Burst_3,rotdaily,Behaviour,1234,SVC,0.5751824214298461,0.371007371007371,0.12840047822972275,0.2193120696160816,0.2998732622150344,0.371007371007371,1.352349042892456
Burst_3,rotdaily,Behaviour,123456,RF,0.915888360361743,0.7272727272727273,0.49925284000846426,0.7028512349990051,0.7073351492866364,0.7272727272727273,0.9192078113555908
Burst_3,rotdaily,Behaviour,123456,XGB,0.9113465307511033,0.7174447174447175,0.5013866222870225,0.696821765674137,0.7193427135010156,0.7174447174447175,0.8040416240692139
Burst_3,rotdaily,Behaviour,123456,SVC,0.6106123923521003,0.37346437346437344,0.13192460621293808,0.2243915731085107,0.325193340460516,0.37346437346437344,1.3748180866241455
Burst_3,uncorrected,Behaviour,42,RF,0.9227866999050468,0.742014742014742,0.5800741173874051,0.7259107364597277,0.7577066212830195,0.742014742014742,0.8753914833068848
Burst_3,uncorrected,Behaviour,42,XGB,0.9238009430363929,0.7481572481572482,0.6085955625222452,0.7381826570793849,0.7513727488074871,0.7481572481572482,0.7980787754058838
Burst_3,uncorrected,Behaviour,42,SVC,0.8631274818333589,0.5884520884520884,0.3305999721702492,0.5285140275612913,0.5666423353643085,0.5884520884520884,1.0760958194732666
Burst_3,uncorrected,Behaviour,100,RF,0.9237389983051603,0.7506142506142506,0.5936106148685487,0.7308854508831506,0.7496856501870829,0.7506142506142506,0.8510398864746094
Burst_3,uncorrected,Behaviour,100,XGB,0.926773460136399,0.7371007371007371,0.6035826070447616,0.7259533053337738,0.7330239272736765,0.7371007371007371,0.796175479888916
Burst_3,uncorrected,Behaviour,100,SVC,0.8720011861313127,0.601965601965602,0.33600746093518524,0.5405513256569322,0.5648601438075123,0.601965601965602,1.0796055793762207
Burst_3,uncorrected,Behaviour,123,RF,0.9147460783827974,0.7235872235872236,0.5696945823633577,0.7018956082657164,0.7332442996857618,0.7235872235872236,0.8654298782348633
Burst_3,uncorrected,Behaviour,123,XGB,0.9130617572266608,0.7211302211302212,0.5939203452872637,0.7103994596820264,0.7197131133092369,0.7211302211302212,0.7801859378814697
Burst_3,uncorrected,Behaviour,123,SVC,0.8551748374240534,0.5847665847665847,0.3332997305716364,0.5210954176371054,0.5460895975031843,0.5847665847665847,1.058699131011963
Burst_3,uncorrected,Behaviour,1234,RF,0.9119897644056847,0.7321867321867321,0.5461969920272781,0.7142183691143169,0.7419601789539644,0.7321867321867321,0.9031412601470947
Burst_3,uncorrected,Behaviour,1234,XGB,0.9117919713979183,0.714987714987715,0.5449437442138256,0.7022854476399385,0.7127690727434016,0.714987714987715,0.8176853656768799
Burst_3,uncorrected,Behaviour,1234,SVC,0.8620139876040211,0.5835380835380836,0.32463581138391306,0.5207749858367673,0.54809776128296,0.5835380835380836,1.0645086765289307
Burst_3,uncorrected,Behaviour,123456,RF,0.920160787538589,0.7407862407862408,0.5206349175925562,0.7165797964561252,0.7516056118002011,0.7407862407862408,0.8802943229675293
Burst_3,uncorrected,Behaviour,123456,XGB,0.923513751808515,0.7432432432432432,0.5498773840460023,0.7284608328633314,0.7453759037097507,0.7432432432432432,0.7769131660461426
Burst_3,uncorrected,Behaviour,123456,SVC,0.8672455524947345,0.5773955773955773,0.3309931382943042,0.5165009172798782,0.556324285078155,0.5773955773955773,1.075669765472412
Burst_4,rotbasal,Behaviour,42,RF,0.8947965712811595,0.6931506849315069,0.48621407303924724,0.6744780738641567,0.7119716967036233,0.6931506849315069,1.3149514198303223
Burst_4,rotbasal,Behaviour,42,XGB,0.8941689879646634,0.6940639269406392,0.5119737651302086,0.6821328383694715,0.699278407257112,0.6940639269406392,1.0146989822387695
Burst_4,rotbasal,Behaviour,42,SVC,0.8262695265625133,0.5333333333333333,0.3011927521795943,0.4815116123750744,0.5094945226324602,0.5333333333333333,2.0879759788513184
Burst_4,rotbasal,Behaviour,100,RF,0.9047709936645855,0.7105022831050228,0.5471486861163719,0.6917757786337135,0.7300237862293909,0.7105022831050228,1.3334167003631592
Burst_4,rotbasal,Behaviour,100,XGB,0.9069717500606814,0.7123287671232876,0.5682722070778379,0.7020582494538815,0.7124716403268292,0.7123287671232876,0.9752421379089355
Burst_4,rotbasal,Behaviour,100,SVC,0.8260680455130643,0.5305936073059361,0.282874279716385,0.4638368839672203,0.5037021885208831,0.5305936073059361,2.176935911178589
Burst_4,rotbasal,Behaviour,123,RF,0.8978428598088252,0.6986301369863014,0.5071912203365376,0.67909943003279,0.7091044815638031,0.6986301369863014,1.3225932121276855
Burst_4,rotbasal,Behaviour,123,XGB,0.9005127526875722,0.7132420091324201,0.5718227713656313,0.7014541551088896,0.7198097934467602,0.7132420091324201,0.9059920310974121
Burst_4,rotbasal,Behaviour,123,SVC,0.7998214764048641,0.5214611872146119,0.27989123449649767,0.45185265311344597,0.492003545795036,0.5214611872146119,2.1422178745269775
Burst_4,rotbasal,Behaviour,1234,RF,0.8996401453788957,0.7031963470319634,0.5160491774307564,0.6806540916076386,0.6935323466687805,0.7031963470319634,1.3431575298309326
Burst_4,rotbasal,Behaviour,1234,XGB,0.9007438093086342,0.6940639269406392,0.5159542472240808,0.6766858870061293,0.6950786560289627,0.6940639269406392,0.9059445858001709
Burst_4,rotbasal,Behaviour,1234,SVC,0.8018580447322555,0.5178082191780822,0.2613480348842191,0.4483217182688232,0.5263010100007344,0.5178082191780822,2.201960802078247
Burst_4,rotbasal,Behaviour,123456,RF,0.9052616536934704,0.7132420091324201,0.5556052776486213,0.6927709091982279,0.7329195251204338,0.7132420091324201,1.3371341228485107
Burst_4,rotbasal,Behaviour,123456,XGB,0.9079755055116998,0.7205479452054795,0.5791038666928761,0.7072870855065945,0.7311782407637919,0.7205479452054795,0.9223513603210449
Burst_4,rotbasal,Behaviour,123456,SVC,0.826136092373231,0.5397260273972603,0.2801401272947326,0.4726652836340994,0.5073526915812059,0.5397260273972603,2.189828634262085
Burst_4,rotdaily,Behaviour,42,RF,0.8914842804034503,0.6785388127853881,0.462090096131795,0.654086351513305,0.6845730085984302,0.6785388127853881,1.1983134746551514
Burst_4,rotdaily,Behaviour,42,XGB,0.8921537406469003,0.6876712328767123,0.4945232560804349,0.671051371239104,0.693524173861897,0.6876712328767123,0.9713239669799805
Burst_4,rotdaily,Behaviour,42,SVC,0.4991571099895389,0.3735159817351598,0.12853365384615384,0.21410007097523254,0.4042803815335787,0.3735159817351598,2.646261215209961
Burst_4,rotdaily,Behaviour,100,RF,0.9091269228069545,0.7068493150684931,0.5184857393530962,0.6791328963217088,0.7025689854312402,0.7068493150684931,1.2316360473632812
Burst_4,rotdaily,Behaviour,100,XGB,0.9142500449225511,0.7232876712328767,0.5643635338188357,0.7073658235622323,0.7186856576535027,0.7232876712328767,0.9316809177398682
Burst_4,rotdaily,Behaviour,100,SVC,0.5212990044194326,0.3744292237442922,0.12899038461538462,0.21742128913764688,0.3720615592761711,0.3744292237442922,2.6667182445526123
Burst_4,rotdaily,Behaviour,123,RF,0.8999143892090523,0.6876712328767123,0.4961135511053274,0.6626214924492263,0.6698845105070379,0.6876712328767123,1.2510654926300049
Burst_4,rotdaily,Behaviour,123,XGB,0.9064097527994781,0.691324200913242,0.5411820004936297,0.6789450698716194,0.6955064414421626,0.691324200913242,0.922645092010498
Burst_4,rotdaily,Behaviour,123,SVC,0.5366997801507821,0.37534246575342467,0.13041335309427415,0.21804440350136542,0.5036295948984607,0.37534246575342467,2.573915481567383
Burst_4,rotdaily,Behaviour,1234,RF,0.9017082131580811,0.7114155251141553,0.5549902500642632,0.6897284911535363,0.6939151043967001,0.7114155251141553,1.2238171100616455
Burst_4,rotdaily,Behaviour,1234,XGB,0.9056464279751089,0.7187214611872146,0.5650196778553978,0.7049006776635325,0.7207716728833429,0.7187214611872146,0.924689531326294
Burst_4,rotdaily,Behaviour,1234,SVC,0.5321213497722664,0.37168949771689497,0.12824754193175247,0.2090689028226281,0.5102881651204924,0.37168949771689497,2.63346266746521
Burst_4,rotdaily,Behaviour,123456,RF,0.9057840481291806,0.7077625570776256,0.5455257871535929,0.6791790476580511,0.7305128578930168,0.7077625570776256,1.2166016101837158
Burst_4,rotdaily,Behaviour,123456,XGB,0.9016972500927237,0.7150684931506849,0.5398168838779327,0.697160972091988,0.7190858819837317,0.7150684931506849,0.9619081020355225
Burst_4,rotdaily,Behaviour,123456,SVC,0.5171974067972673,0.37990867579908677,0.1322643146327357,0.22576643131773313,0.53402405378922,0.37990867579908677,2.6910345554351807
Burst_4,uncorrected,Behaviour,42,RF,0.9088129609398461,0.7132420091324201,0.5674717432800831,0.6984339791153736,0.7327985358390924,0.7132420091324201,1.232663631439209
Burst_4,uncorrected,Behaviour,42,XGB,0.9063061164925965,0.7159817351598173,0.5968728907723684,0.7072823708300369,0.7282265286530589,0.7159817351598173,0.9998595714569092
Burst_4,uncorrected,Behaviour,42,SVC,0.8558097125906114,0.5853881278538813,0.34818836621468197,0.5312007152686304,0.5455129304542657,0.5853881278538813,2.1666641235351562
Burst_4,uncorrected,Behaviour,100,RF,0.9173710108108352,0.7479452054794521,0.6046127812067247,0.731575555689226,0.7635083799871215,0.7479452054794521,1.316711187362671
Burst_4,uncorrected,Behaviour,100,XGB,0.9227178529507646,0.7415525114155251,0.5984961045540573,0.7284745470911599,0.7355885819576748,0.7415525114155251,1.0996828079223633
Burst_4,uncorrected,Behaviour,100,SVC,0.8682838231980933,0.6082191780821918,0.35809733334404387,0.5547947833407292,0.5676546594520402,0.6082191780821918,2.291703701019287
Burst_4,uncorrected,Behaviour,123,RF,0.910235901350351,0.7178082191780822,0.5743902377077688,0.7020206195178496,0.7348701233344773,0.7178082191780822,1.3301548957824707
Burst_4,uncorrected,Behaviour,123,XGB,0.9147700166126779,0.7114155251141553,0.5690114715758098,0.6997717081937015,0.7192426595171604,0.7114155251141553,0.9264097213745117
Burst_4,uncorrected,Behaviour,123,SVC,0.8632160025856521,0.6018264840182649,0.35108376577126577,0.5480348567609461,0.5824034059091718,0.6018264840182649,2.073634386062622
Burst_4,uncorrected,Behaviour,1234,RF,0.9131634926506019,0.7168949771689498,0.5822489369398232,0.6976871494838526,0.7174254742330252,0.7168949771689498,1.3502612113952637
Burst_4,uncorrected,Behaviour,1234,XGB,0.9196333171981207,0.7251141552511415,0.5886482979381586,0.7128716887727578,0.723011545601027,0.7251141552511415,0.9471206665039062
Burst_4,uncorrected,Behaviour,1234,SVC,0.8588872629435347,0.5872146118721461,0.3275366568129726,0.5300567302021661,0.5590459115990251,0.5872146118721461,2.352682590484619
Burst_4,uncorrected,Behaviour,123456,RF,0.9173998657144107,0.7378995433789954,0.6121849080106627,0.7206884501772797,0.7518832023308888,0.7378995433789954,1.3664131164550781
Burst_4,uncorrected,Behaviour,123456,XGB,0.918669162467038,0.7351598173515982,0.6210597280972667,0.726293007603729,0.7383158266145569,0.7351598173515982,0.9333055019378662
Burst_4,uncorrected,Behaviour,123456,SVC,0.873344260030573,0.6063926940639269,0.3555697336289442,0.5539063884857381,0.5722649363277731,0.6063926940639269,2.3483705520629883
