"idindividual1","date","n"
"Sey",2023-08-21,1
"Sey",2023-08-22,1
"Sey",2023-09-02,1
"Sey",2023-09-04,1
"Sey",2023-09-12,1
"Sey",2023-09-16,1
"Sey",2023-09-24,1
"Sey",2023-09-25,1
"Sey",2023-09-27,1
"Sho",2022-06-15,1
"Sho",2022-06-17,1
"Sho",2022-06-21,1
"Sho",2022-06-23,1
"Sho",2022-06-27,1
"Sho",2022-07-05,1
"Sho",2022-07-08,1
"Sho",2022-07-11,1
"Sho",2022-07-13,1
"Sho",2022-07-22,1
"Sho",2022-07-26,1
"Sho",2022-08-13,1
"Sho",2022-08-23,1
"Sho",2022-09-01,1
"Sho",2022-09-10,1
"Sho",2022-09-14,1
"Sho",2022-09-24,1
"Sho",2022-09-28,1
"Sho",2022-10-14,1
"Sho",2022-11-01,1
"Sho",2022-11-09,1
"Sho",2022-11-14,1
"Sho",2022-11-16,1
"Sho",2022-11-17,1
"Sho",2022-11-18,1
"Sho",2022-11-19,1
"Sho",2022-11-23,1
"Sho",2022-11-24,1
"Sho",2022-12-05,1
"Sho",2022-12-14,1
"Sho",2022-12-15,1
"Sho",2023-01-20,1
"Sho",2023-01-25,1
"Sho",2023-02-07,1
"Sho",2023-02-17,1
"Sho",2023-02-27,1
"Sho",2023-03-08,1
"Sho",2023-03-13,1
"Sho",2023-03-22,1
"Sho",2023-03-25,1
"Sho",2023-03-30,1
"Sho",2023-04-07,1
"Sho",2023-04-10,1
"Sho",2023-04-18,1
"Sho",2023-04-21,1
"Sho",2023-04-24,1
"Sho",2023-05-02,1
"Sho",2023-05-03,1
"Sho",2023-05-04,1
"Sho",2023-05-06,1
"Sho",2023-05-12,1
"Sho",2023-05-18,1
"Sho",2023-05-20,1
"Sho",2023-05-23,1
"Sho",2023-05-25,1
"Sho",2023-05-29,1
"Sho",2023-05-30,1
"Sho",2023-06-02,1
"Sho",2023-06-05,1
"Sho",2023-06-12,1
"Sho",2023-06-14,1
"Sho",2023-06-22,1
"Sho",2023-06-24,1
"Sho",2023-06-26,1
"Sho",2023-06-27,1
"Sho",2023-07-04,1
"Sho",2023-07-06,1
"Sho",2023-07-14,1
"Sho",2023-07-15,1
"Sho",2023-07-19,1
"Sho",2023-07-24,1
"Sho",2023-07-25,1
"Sho",2023-07-27,1
"Sho",2023-08-02,1
"Sho",2023-08-09,1
"Sho",2023-08-10,1
"Sho",2023-08-12,1
"Sho",2023-08-17,1
"Sho",2023-08-18,1
"Sho",2023-08-22,1
"Sho",2023-08-30,1
"Sho",2023-09-02,1
"Sho",2023-09-06,1
"Sho",2023-09-13,1
"Sho",2023-09-16,1
"Sho",2023-09-21,1
"Sho",2023-09-24,1
"Sho",2023-09-26,1
"Sho",2023-09-27,1
"Tam",2022-06-16,1
"Tam",2022-06-20,1
"Tam",2022-06-24,1
"Tam",2022-07-09,1
"Tam",2022-07-13,1
"Tam",2022-08-18,1
"Tam",2022-08-30,1
"Tam",2022-09-03,1
"Tam",2022-09-12,1
"Tam",2022-09-15,1
"Tam",2022-09-16,1
"Tam",2022-10-03,1
"Tam",2022-10-14,1
"Tam",2022-10-20,1
"Tam",2022-11-01,1
"Tam",2022-11-07,1
"Tam",2022-11-11,1
"Tam",2022-11-16,1
"Tam",2022-11-23,1
"Tam",2022-12-03,1
"Tam",2022-12-07,1
"Tam",2022-12-16,1
"Tam",2022-12-21,1
"Tam",2023-01-10,1
"Tam",2023-01-17,1
"Tam",2023-01-24,1
"Tam",2023-01-28,1
"Tam",2023-02-06,1
"Tam",2023-02-07,1
"Tch",2022-06-16,1
"Tch",2022-06-18,1
"Tch",2022-06-24,1
"Tch",2022-06-28,1
"Tch",2022-07-08,1
"Tch",2022-07-13,1
"Tch",2022-07-20,1
"Tch",2022-08-22,1
"Tch",2022-09-06,1
"Tch",2022-09-12,1
"Tch",2022-09-15,1
"Tch",2022-09-28,1
"Tch",2022-09-29,1
"Tch",2022-10-20,1
"Tch",2022-10-21,1
"Tch",2022-11-03,1
"Tch",2022-11-15,1
"Tch",2022-11-17,1
"Tch",2022-11-18,1
"Tch",2022-11-29,1
"Tch",2022-12-02,1
"Tch",2022-12-07,1
"Tch",2022-12-09,1
"Tch",2022-12-15,1
"Tch",2023-01-18,1
"Tch",2023-01-19,1
"Tch",2023-02-17,1
"Tch",2023-02-21,1
"Tch",2023-03-06,1
"Tch",2023-03-08,1
"Tch",2023-03-09,1
"Tch",2023-03-14,1
"Tch",2023-03-16,1
"Tch",2023-03-17,1
"Tch",2023-03-25,1
"Tch",2023-03-28,1
"Tch",2023-04-04,1
"Tch",2023-04-05,1
"Tch",2023-04-11,1
"Tch",2023-04-12,1
"Tch",2023-04-14,1
"Tch",2023-04-20,1
"Tch",2023-04-27,1
"Tch",2023-04-28,1
"Tch",2023-07-18,1
"Tch",2023-07-24,1
"Tch",2023-09-14,1
"Tch",2023-10-16,1
"Umb",2022-06-23,1
"Umb",2022-06-30,1
"Umb",2022-07-04,1
"Umb",2022-07-07,1
"Umb",2022-07-12,1
"Umb",2022-07-13,1
"Umb",2022-07-25,1
"Umb",2022-07-27,1
"Umb",2022-07-29,1
"Umb",2022-08-01,1
"Umb",2022-08-05,1
"Umb",2022-08-09,1
"Umb",2022-08-22,1
"Umb",2022-09-08,1
"Umb",2022-09-16,1
"Umb",2022-09-23,1
"Umb",2022-10-17,1
"Umb",2022-10-26,1
"Umb",2022-11-23,1
"Umb",2022-11-29,1
"Umb",2022-11-30,1
"Umb",2022-12-02,1
"Umb",2022-12-07,1
"Umb",2022-12-17,1
"Umb",2023-01-12,1
"Umb",2023-01-27,1
"Umb",2023-02-03,1
"Umb",2023-03-11,1
"Umb",2023-03-17,1
"Umb",2023-03-21,1
"Umb",2023-04-14,1
"Umb",2023-04-25,1
"Umb",2023-05-02,1
"Umb",2023-05-11,1
"Umb",2023-05-13,1
"Umb",2023-05-23,1
"Umb",2023-05-31,1
"Umb",2023-06-06,1
"Umb",2023-06-07,1
"Umb",2023-06-12,1
"Umb",2023-06-14,1
"Umb",2023-06-15,1
"Umb",2023-06-29,1
"Umb",2023-07-03,1
"Umb",2023-07-13,1
"Umb",2023-07-15,1
"Umb",2023-07-27,1
"Umb",2023-08-02,1
"Umb",2023-08-07,1
"Umb",2023-08-16,1
"Umb",2023-08-18,1
"Umb",2023-08-19,1
"Umb",2023-08-29,1
"Umb",2023-09-02,1
"Umb",2023-09-07,1
"Umb",2023-09-12,1
"Umb",2023-09-18,1
"Vla",2022-06-15,1
"Vla",2022-06-16,1
"Vla",2022-06-21,1
"Vla",2022-06-23,1
"Vla",2022-06-27,1
"Vla",2022-07-18,1
"Vla",2022-07-22,1
"Vla",2022-08-01,1
"Vla",2022-08-03,1
"Vla",2022-08-15,1
"Vla",2022-08-18,1
"Vla",2022-08-26,1
"Vla",2022-08-30,1
"Vla",2022-09-05,1
"Vla",2022-09-07,1
"Vla",2022-09-13,1
"Vla",2022-09-14,1
"Vla",2022-09-15,1
"Vla",2022-09-17,1
"Vla",2022-09-19,1
"Vla",2022-09-26,1
"Vla",2022-09-27,1
"Vla",2022-10-22,1
"Vla",2022-11-02,1
"Vla",2022-11-05,1
"Vla",2022-11-07,1
"Vla",2022-11-08,1
"Vla",2022-11-12,1
"Vla",2022-11-15,1
"Vla",2022-11-19,1
"Vla",2022-11-21,1
"Vla",2022-11-25,1
"Vla",2022-12-05,1
"Vla",2022-12-14,1
"Vla",2022-12-15,1
"Vla",2023-01-07,1
"Vla",2023-01-21,1
"Vla",2023-02-01,1
"Vla",2023-02-07,1
"Vry",2022-08-12,1
"Vry",2022-09-05,1
"Vry",2022-09-08,1
"Vry",2022-09-13,1
"Vry",2022-09-14,1
"Vry",2022-10-05,1
"Vry",2022-10-12,1
"Vry",2022-10-14,1
"Vry",2022-11-02,1
"Vry",2022-11-15,1
"Vry",2022-11-16,1
"Vry",2022-12-01,1
"Vry",2022-12-09,1
"Vry",2022-12-16,1
"Vry",2023-01-20,1
"Vry",2023-01-27,1
"Vry",2023-01-28,1
"Vry",2023-01-31,1
"Vry",2023-02-07,1
"Vry",2023-02-17,1
"Vry",2023-03-06,1
"Vry",2023-03-07,1
"Vry",2023-03-09,1
"Vry",2023-03-17,1
"Vry",2023-03-31,1
"Vry",2023-04-04,1
"Vry",2023-04-06,1
"Vry",2023-04-12,1
"Vry",2023-04-20,1
"Vry",2023-04-28,1
"Vry",2023-05-04,1
"Vry",2023-05-09,1
"Vry",2023-05-11,1
"Vry",2023-05-13,1
"Vry",2023-05-18,1
"Vry",2023-05-22,1
"Vry",2023-05-24,1
"Vry",2023-05-25,1
"Vry",2023-05-30,1
"Vry",2023-06-01,1
"Vry",2023-06-03,1
"Vry",2023-06-05,1
"Vry",2023-06-09,1
"Vry",2023-06-14,1
"Vry",2023-06-20,1
"Vry",2023-06-22,1
"Vry",2023-07-04,1
"Vry",2023-07-12,1
"Vry",2023-07-13,1
"Vry",2023-07-19,1
"Vry",2023-07-22,1
"Vry",2023-07-28,1
"Vry",2023-08-01,1
"Vry",2023-08-02,1
"Vry",2023-08-03,1
"Vry",2023-08-08,1
"Vry",2023-08-17,1
"Vry",2023-08-21,1
"Vry",2023-09-04,1
"Vry",2023-09-06,1
"Vry",2023-09-16,1
"Vry",2023-09-19,1
"Vry",2023-09-24,1
"Vry",2023-09-28,1
"Vul",2022-06-15,1
"Vul",2022-06-16,1
"Vul",2022-06-21,1
"Vul",2022-06-24,1
"Vul",2022-06-27,1
"Vul",2022-06-29,1
"Vul",2022-07-07,1
"Vul",2022-07-11,1
"Vul",2022-07-14,1
"Vul",2022-07-16,1
"Vul",2022-07-22,1
"Vul",2022-07-23,1
"Vul",2022-07-27,1
"Vul",2022-08-02,1
"Vul",2022-08-04,1
"Vul",2022-08-05,1
"Vul",2022-08-12,1
"Vul",2022-08-17,1
"Vul",2022-08-22,1
"Vul",2022-08-30,1
"Vul",2022-09-01,1
"Vul",2022-09-12,1
"Vul",2022-09-14,1
"Vul",2022-09-16,1
"Vul",2022-09-27,1
"Vul",2022-10-04,1
"Vul",2022-10-12,1
"Vul",2022-10-21,1
"Vul",2022-10-24,1
"Vul",2022-11-03,1
"Vul",2022-11-08,1
"Vul",2022-11-16,1
"Vul",2022-11-17,1
"Vul",2022-11-21,1
"Vul",2022-11-22,1
"Vul",2022-11-23,1
"Vul",2022-11-30,1
"Vul",2022-12-02,1
"Vul",2022-12-03,1
"Vul",2022-12-07,1
"Vul",2022-12-14,1
"Vul",2023-01-06,1
"Vul",2023-01-09,1
"Vul",2023-01-17,1
"Vul",2023-01-19,1
"Vul",2023-01-23,1
"Vul",2023-01-28,1
"Vul",2023-02-21,1
"Vul",2023-03-02,1
"Vul",2023-03-06,1
"Vul",2023-03-09,1
"Vul",2023-03-10,1
"Vul",2023-03-14,1
"Vul",2023-03-15,1
"Vul",2023-03-16,1
"Vul",2023-03-28,1
"Vul",2023-04-04,1
"Vul",2023-04-06,1
"Vul",2023-04-07,1
"Vul",2023-04-10,1
"Vul",2023-04-11,1
"Vul",2023-04-14,1
"Vul",2023-04-27,1
"Vul",2023-04-28,1
"Vul",2023-05-04,1
"Vul",2023-05-06,1
"Vul",2023-05-09,1
"Vul",2023-05-18,1
"Vul",2023-05-23,1
"Vul",2023-05-26,1
"Vul",2023-05-30,1
"Vul",2023-06-02,1
"Vul",2023-06-03,1
"Vul",2023-06-05,1
"Vul",2023-06-07,1
"Vul",2023-06-08,1
"Vul",2023-06-13,1
"Vul",2023-06-14,1
"Vul",2023-06-16,1
"Vul",2023-06-23,1
"Vul",2023-06-28,1
"Vul",2023-07-03,1
"Vul",2023-07-12,1
"Vul",2023-07-14,1
"Vul",2023-07-15,1
"Vul",2023-07-29,1
"Vul",2023-08-03,1
"Vul",2023-08-17,1
"Vul",2023-08-18,1
"Vul",2023-08-21,1
"Vul",2023-09-06,1
"Vul",2023-09-09,1
"Vul",2023-09-10,1
"Vul",2023-09-17,1
"Vul",2023-09-20,1
"Vul",2023-09-24,1
"War",2022-07-14,1
"War",2022-07-30,1
"War",2022-08-05,1
"War",2022-08-22,1
"War",2022-09-02,1
"War",2022-10-26,1
"War",2022-10-27,1
"War",2022-11-09,1
"War",2022-11-18,1
"War",2022-11-19,1
"War",2022-11-25,1
"War",2022-11-30,1
"War",2023-01-09,1
"War",2023-01-21,1
"War",2023-03-06,1
"War",2023-04-17,1
"War",2023-05-04,1
"War",2023-05-25,1
"War",2023-06-02,1
"War",2023-06-06,1
"War",2023-06-10,1
"War",2023-06-17,1
"War",2023-06-20,1
"War",2023-07-11,1
"War",2023-07-12,1
"War",2023-07-13,1
"War",2023-08-10,1
"War",2023-09-14,1
"War",2023-10-09,1
"WavyEars",2023-01-17,1
"Xia",2022-08-11,1
"Xia",2022-08-18,1
"Xia",2022-08-25,1
"Xia",2022-09-03,1
"Xia",2022-09-05,1
"Xia",2022-09-06,1
"Xia",2022-09-12,1
"Xia",2022-09-14,1
"Xia",2022-09-19,1
"Xia",2022-09-23,1
"Xia",2022-10-14,1
"Xia",2022-10-18,1
"Xia",2022-10-26,1
"Xia",2022-11-08,1
"Xia",2022-11-10,1
"Xia",2022-11-18,1
"Xia",2022-11-22,1
"Xia",2022-11-30,1
"Xia",2022-12-05,1
"Xia",2023-01-09,1
"Xia",2023-02-23,1
"Xia",2023-03-09,1
"Xia",2023-03-18,1
"Xia",2023-03-20,1
"Xia",2023-03-31,1
"Xia",2023-04-11,1
"Xia",2023-04-20,1
"Xia",2023-04-28,1
"Xia",2023-05-01,1
"Xia",2023-05-02,1
"Xia",2023-05-04,1
"Xia",2023-05-09,1
"Xia",2023-05-20,1
"Xia",2023-05-31,1
"Xia",2023-06-06,1
"Xia",2023-06-09,1
"Xia",2023-06-12,1
"Xia",2023-06-14,1
"Xia",2023-06-26,1
"Xia",2023-07-13,1
"Xia",2023-07-17,1
"Xia",2023-07-22,1
"Xia",2023-07-25,1
"Xia",2023-07-29,1
"Xia",2023-08-07,1
"Xia",2023-08-09,1
"Xia",2023-08-14,1
"Xia",2023-08-19,1
"Xia",2023-08-29,1
"Xia",2023-09-02,1
"Xia",2023-09-03,1
"Xia",2023-09-09,1
"Xia",2023-09-10,1
"Xia",2023-09-12,1
"Xia",2023-09-17,1
"Xia",2023-09-23,1
"Xia",2023-09-30,1
"Xian",2022-06-08,1
"Xian",2022-06-11,1
"Xian",2022-06-16,1
"Xian",2022-06-18,1
"Xian",2022-06-22,1
"Xian",2022-06-27,1
"Xian",2022-06-29,1
"Xian",2022-07-08,1
"Xian",2022-07-11,1
"Xian",2022-07-12,1
"Xian",2022-07-16,1
"Xian",2022-07-21,1
"Xian",2022-07-25,1
"Xian",2022-07-26,1
"Xian",2022-08-02,1
"Xian",2022-08-04,1
"Xian",2022-08-10,1
"Xian",2022-08-11,1
"Xian",2022-08-17,1
"Xian",2022-08-23,1
"Xian",2022-08-24,1
"Xian",2022-09-01,1
"Xian",2022-09-03,1
"Xian",2022-09-06,1
"Xian",2022-09-08,1
"Xian",2022-09-10,1
"Xian",2022-09-12,1
"Xian",2022-09-13,1
"Xian",2022-09-22,1
"Xian",2022-10-03,1
"Xian",2022-10-04,1
"Xian",2022-10-12,1
"Xian",2022-10-15,1
"Xian",2022-10-21,1
"Xian",2022-10-27,1
"Xian",2022-11-07,1
"Xian",2022-11-08,1
"Xian",2022-11-09,1
"Xian",2022-11-11,1
"Xian",2022-11-17,1
"Xian",2022-11-21,1
"Xian",2022-11-23,1
"Xian",2022-11-25,1
"Xian",2022-11-29,1
"Xian",2022-12-03,1
"Xian",2022-12-07,1
"Xian",2022-12-15,1
"Xian",2022-12-19,1
"Xian",2023-01-17,1
"Xian",2023-01-27,1
"Xian",2023-01-30,1
"Xian",2023-02-08,1
"Xian",2023-02-17,1
"Xian",2023-02-18,1
"Xian",2023-02-23,1
"Xian",2023-03-06,1
"Xian",2023-03-07,1
"Xian",2023-03-08,1
"Xian",2023-03-14,1
"Xian",2023-03-15,1
"Xian",2023-03-17,1
"Xian",2023-03-25,1
"Xian",2023-03-31,1
"Xian",2023-04-04,1
"Xian",2023-04-05,1
"Xian",2023-04-11,1
"Xian",2023-05-05,1
"Xian",2023-05-06,1
"Xian",2023-05-09,1
"Xian",2023-05-15,1
"Xian",2023-05-25,1
"Xian",2023-06-01,1
"Xian",2023-06-02,1
"Xian",2023-06-07,1
"Xian",2023-06-10,1
"Xian",2023-06-12,1
"Xian",2023-06-16,1
"Xian",2023-06-17,1
"Xian",2023-06-20,1
"Xian",2023-06-23,1
"Xian",2023-06-27,1
"Xian",2023-07-03,1
"Xian",2023-07-04,1
"Xian",2023-07-05,1
"Xian",2023-07-06,1
"Xian",2023-07-13,1
"Xian",2023-07-20,1
"Xian",2023-07-22,1
"Xian",2023-07-25,1
"Xian",2023-08-02,1
"Xian",2023-08-08,1
"Xian",2023-08-19,1
"Xian",2023-08-22,1
"Xian",2023-09-06,1
"Xian",2023-09-10,1
"Xian",2023-09-19,1
"Xian",2023-10-06,1
"Xian",2023-10-17,1
"Xian",2023-10-25,1
"Xian",2023-11-02,1
"Xin",2022-06-09,1
"Xin",2022-06-16,1
"Xin",2022-06-18,1
"Xin",2022-06-21,1
"Xin",2022-06-22,1
"Xin",2022-06-24,1
"Xin",2022-07-13,1
"Xin",2022-07-14,1
"Xin",2022-07-20,1
"Xin",2022-07-26,1
"Xin",2022-07-27,1
"Xin",2022-07-28,1
"Xin",2022-08-01,1
"Xin",2022-08-05,1
"Xin",2022-08-11,1
"Xin",2022-08-24,1
"Xin",2022-08-25,1
"Xin",2022-08-30,1
"Xin",2022-09-01,1
"Xin",2022-09-03,1
"Xin",2022-09-17,1
"Xin",2022-09-19,1
"Xin",2022-10-07,1
"Xin",2022-10-14,1
"Xin",2022-10-17,1
"Xin",2022-10-20,1
"Xin",2022-10-26,1
"Xin",2022-11-10,1
"Xin",2022-11-16,1
"Xin",2022-11-17,1
"Xin",2022-11-22,1
"Xin",2022-11-30,1
"Xin",2022-12-01,1
"Xin",2022-12-17,1
"Xin",2022-12-20,1
"Xin",2022-12-26,1
"Xin",2023-01-19,1
"Xin",2023-01-21,1
"Xin",2023-03-06,1
"Xin",2023-03-08,1
"Xin",2023-03-15,1
"Xin",2023-03-17,1
"Xin",2023-03-25,1
"Xin",2023-04-07,1
"Xin",2023-04-10,1
"Xin",2023-04-19,1
"Xin",2023-04-20,1
"Xin",2023-04-24,1
"Xin",2023-04-28,1
"Xin",2023-05-02,1
"Xin",2023-05-04,1
"Xin",2023-05-05,1
"Xin",2023-05-20,1
"Xin",2023-05-29,1
"Xin",2023-05-30,1
"Xin",2023-05-31,1
"Xin",2023-06-06,1
"Xin",2023-06-10,1
"Xin",2023-06-12,1
"Xin",2023-06-15,1
"Xin",2023-06-21,1
"Xin",2023-07-06,1
"Xin",2023-07-20,1
"Xin",2023-07-25,1
"Xin",2023-08-03,1
"Xin",2023-08-07,1
"Xin",2023-08-11,1
"Xin",2023-08-17,1
"Xin",2023-08-22,1
"Xin",2023-09-02,1
"Xin",2023-09-09,1
"Xin",2023-09-12,1
"Xin",2023-09-13,1
"Xin",2023-09-16,1
"Xin",2023-09-19,1
"Xin",2023-09-25,1
"Xin",2023-09-26,1
"Xin",2023-09-30,1
"Xiu",2022-07-13,1
"Xiu",2022-10-17,1
"Xiu",2023-05-12,1
"Xiu",2023-06-12,1
"Xiu",2023-07-15,1
"Xiu",2023-07-25,1
"Xiu",2023-08-02,1
"Yamu",2022-06-17,1
"Yamu",2022-06-20,1
"Yamu",2022-06-21,1
"Yamu",2022-06-23,1
"Yamu",2022-06-24,1
"Yamu",2022-07-04,1
"Yamu",2022-07-11,1
"Yamu",2022-07-13,1
"Yamu",2022-07-14,1
"Yamu",2022-07-15,1
"Yamu",2022-07-21,1
"Yamu",2022-07-23,1
"Yamu",2022-07-25,1
"Yamu",2022-07-26,1
"Yamu",2022-08-03,1
"Yamu",2022-08-05,1
"Yamu",2022-08-09,1
"Yamu",2022-08-10,1
"Yamu",2022-08-18,1
"Yamu",2022-08-23,1
"Yamu",2022-08-24,1
"Yamu",2022-08-26,1
"Yamu",2022-08-31,1
"Yamu",2022-09-06,1
"Yamu",2022-09-16,1
"Yamu",2022-09-19,1
"Yamu",2022-09-22,1
"Yamu",2022-09-23,1
"Yamu",2022-09-24,1
"Yamu",2022-09-28,1
"Yamu",2022-09-30,1
"Yamu",2022-10-07,1
"Yamu",2022-10-13,1
"Yamu",2022-10-15,1
"Yamu",2022-10-22,1
"Yamu",2022-10-25,1
"Yamu",2022-11-07,1
"Yamu",2022-11-10,1
"Yamu",2022-11-14,1
"Yamu",2022-11-17,1
"Yamu",2022-11-19,1
"Yamu",2022-11-22,1
"Yamu",2022-11-26,1
"Yamu",2022-12-02,1
"Yamu",2022-12-05,1
"Yamu",2022-12-07,1
"Yamu",2022-12-17,1
"Yamu",2023-01-12,1
"Yamu",2023-01-30,1
"Yamu",2023-03-09,1
"Yamu",2023-03-10,1
"Yamu",2023-03-13,1
"Yamu",2023-03-18,1
"Yamu",2023-03-20,1
"Yamu",2023-03-23,1
"Yamu",2023-03-24,1
"Yamu",2023-03-28,1
"Yamu",2023-03-31,1
"Yamu",2023-04-04,1
"Yamu",2023-04-14,1
"Yamu",2023-04-20,1
"Yamu",2023-04-25,1
"Yamu",2023-04-26,1
"Yamu",2023-05-05,1
"Yamu",2023-05-11,1
"Yamu",2023-05-12,1
"Yamu",2023-05-30,1
"Yamu",2023-06-05,1
"Yamu",2023-06-06,1
"Yamu",2023-06-08,1
"Yamu",2023-06-12,1
"Yamu",2023-06-17,1
"Yamu",2023-06-24,1
"Yamu",2023-06-27,1
"Yamu",2023-06-29,1
"Yamu",2023-07-05,1
"Yamu",2023-07-14,1
"Yamu",2023-07-15,1
"Yamu",2023-07-19,1
"Yamu",2023-07-24,1
"Yamu",2023-07-28,1
"Yamu",2023-08-03,1
"Yamu",2023-08-04,1
"Yamu",2023-08-09,1
"Yamu",2023-08-11,1
"Yamu",2023-08-14,1
"Yamu",2023-08-21,1
"Yamu",2023-08-22,1
"Yamu",2023-08-29,1
"Yamu",2023-08-30,1
"Yamu",2023-09-09,1
"Yamu",2023-09-11,1
"Yamu",2023-09-16,1
"Yamu",2023-09-18,1
"Yamu",2023-09-24,1
"Yamu",2023-09-25,1
"Yamu",2023-10-03,1
"Yamu",2023-10-05,1
"Yamu",2023-10-09,1
"Yamu",2023-10-13,1
"Yamu",2023-10-14,1
"Zeu",2023-01-18,1
"Zeu",2023-01-26,1
"Zeu",2023-02-08,1
"Zeu",2023-03-24,1
"Zeu",2023-03-28,1
"Zeu",2023-04-10,1
"Zeu",2023-04-19,1
"Zeu",2023-06-10,1
"Zeu",2023-06-23,1
"Zeu",2023-06-27,1
"Zeu",2023-07-04,1
"Zeu",2023-07-18,1
"Zeu",2023-07-24,1
"Zeu",2023-07-29,1
"Zeu",2023-08-01,1
"Zeu",2023-08-04,1
"Zeu",2023-08-17,1
"Zeu",2023-09-02,1
"Zeu",2023-09-06,1
"Zeu",2023-09-19,1
"Zeu",2023-10-01,1
